Number,Name,Country,State,City,District,Closest/Event1,Event2,Event3,Event4,W.E.C.,W.E.2,W.E.3,W.E.4,W.E.5,W.E.6,Rand1,Rand2,Rand3,R@E2,R@E4,SC12,SC13,SC23
8895,Redwolves Robotics,USA,Michigan,Clinton,FIM,MIBRO,MIANN,*,,3,1,,,,,0.8473223144,,,0,,2,,
8896,Wolf Tech Robotics,USA,Washington,Puyallup,PNW,WABON,WAAUB,*,,4,2,,,,,0.4064226231,,,5,,2,,
8898,Royal Rebel Robotics,USA,California,Fullerton,Regional,CACM,*,,,4,,,,,,0.5372179728,,,,,4,,
8899,Eagles,USA,Michigan,Harper Woods,FIM,MIDET,MITR2,*,,4,3,,,,,0.405782042,,,0,,1,,
9001,Delta Force,Romania,,Arad,Regional,TUIS1,TUIS4,*,,1,4,,,,,0.9693766055,,,0,,-3,,
9002,RoboFalcons - Foothill High School,USA,Nevada,Henderson,Regional,NVLV,*,,,3,,,,,,0.9473587592,,,,,3,,
9003,TuTu Turtles,USA,Virginia,Chatham,CHS,VABLA,VAASH,*,,5,2,,,,,0.8052339213,,,9,,3,,
9004,Milliones Mega Mechatronic Wildcats,USA,Pennsylvania,Pittsburgh,Regional,PAPI,*,,,2,,,,,,0.8365011333,,,,,2,,
9005,Avian Robotics,USA,North Carolina,Charlotte,FNC,NCMEC,NCPEM,*,,4,3,,,,,0.3273652284,,,4,,1,,
9006,Crescent Wing Robotics,USA,California,San Jose,Regional,CASJ,CASE,*,,3,1,,,,,0.273633152,,,0,,2,,
9007,MIT (Muskogee's Innovative Team),USA,Oklahoma,Muskogee,Regional,OKTU,OKOK,*,,5,2,,,,,0.2209085656,,,0,,3,,
9008,G-Force Robotics,USA,North Carolina,Clayton,FNC,NCWAK,NCPEM,*,,2,3,,,,,0.4306820615,,,4,,-1,,
9012,Team Waffles,USA,Hawaii,Honolulu,Regional,HIHO,*,,,2,,,,,,0.571106586,,,,,2,,
9015,Questionable Engineering,USA,New Jersey,Jersey City,FMA,NJFLA,NJALL,*,,3,4,,,,,0.8282486072,,,4,,-1,,
9016,Syosset SuperSonics,USA,New York,Syosset,Regional,NYHE,NYNY,*,,3,2,,,,,0.4343725899,,,0,,1,,
9018,ElRobotiKO,USA,Nevada,Elko,Regional,UTWV,*,,,4,,,,,,0.4977047898,,,,,4,,
9019,Ko'olaupoko,USA,Hawaii,Kailua,Regional,HIHO,*,,,2,,,,,,0.3345821559,,,,,2,,
9020,Galatasaray Robotics,Türkiye,,Beyoğlu,Regional,TUIS2,TUIS3,*,,2,3,,,,,0.7139819978,,,0,,-1,,
9021,uSELESScASE,Türkiye,,izmir,Regional,TUIS4,TUIS5,*,,4,5,,,,,0.2430532628,,,0,,-1,,
9022,MC Robotics,USA,Pennsylvania,Marion Center,Regional,PAPI,*,,,2,,,,,,0.101295839,,,,,2,,
9023,Future Martians,USA,Washington,Sammamish,PNW,WABEL,WABON,*,,3,4,,,,,0.5286896985,,,4,,-1,,
9024,Callister,Türkiye,,KOCAELİ,Regional,TUIS5,TUIS2,*,,5,2,,,,,0.06829380646,,,0,,3,,
9025,Mechameleons,Türkiye,,Istanbul,Regional,TUIS3,TUIS1,*,,3,1,,,,,0.413442715,,,0,,2,,
9026,Aero,Türkiye,,İstanbul,Regional,TUIS4,TUIS5,*,,4,5,,,,,0.2595840852,,,0,,-1,,
9027,PATH to Domination,USA,Pennsylvania,Norristown,FMA,PAPHI,PABEN,*,,3,2,,,,,0.1776300015,,,0,,1,,
9028,GFORCE,Türkiye,,MENEMEN,Regional,TUIS4,TUIS5,*,,4,5,,,,,0.2214114122,,,0,,-1,,
9029,Team NF,Türkiye,,Eyüp,Regional,TUIS2,TUIS3,*,,2,3,,,,,0.6604065674,,,0,,-1,,
9030,MecHack,Azerbaijan,,Baki,Regional,TUIS1,*,,,1,,,,,,0.9901131787,,,,,1,,
9031,Wildbots,USA,Missouri,Warsaw,Regional,MOSE,MOSL,*,,5,4,,,,,0.06409424945,,,0,,1,,
9032,RoboWhales,USA,North Carolina,Cary,FNC,NCWAK,NCASH,*,,2,5,,,,,0.3082707146,,,4,,-3,,
9033,Ocebots,USA,Virginia,Arlington,CHS,VAFAL,VABLA,*,,3,5,,,,,0.1590635107,,,11,,-2,,
9034,The Space Dolphins,USA,Texas,Mesquite,FIT,TXDAL,TXBEL,*,,4,2,,,,,0.6561393673,,,0,,2,,
9036,Ramen Robotics,USA,Washington,Bellevue,PNW,WABEL,WASNO,*,,3,5,,,,,0.3009584855,,,5,,-2,,
9037,HHS Black Ops,USA,Utah,Hurricane,Regional,UTWV,NVLV,*,,4,3,,,,,0.02160244667,,,0,,1,,
9038,SF UNITY,USA,California,San Francisco,Regional,CASF,CABE,*,,4,6,,,,,0.2074300695,,,0,,-2,,
9040,Sunset Robo Knights,USA,Florida,Miami,Regional,FLFL,FLOR,*,,2,6,,,,,0.10277134,,,0,,-4,,
9042,SOARIN,USA,North Carolina,Erwin,FNC,NCWAK,NCASH,*,,2,5,,,,,0.830980337,,,4,,-3,,
9043,Valkyrie,Türkiye,,Manisa,Regional,TUIS3,TUIS2,*,,3,2,,,,,0.4913012551,,,0,,1,,
9044,TeraViks,USA,Idaho,Coeur D Alene,Regional,IDNA,UTWV,*,,5,4,,,,,0.4324396043,,,0,,1,,
9045,North Lions SESI/SENAI,Brazil,,Recife,Regional,BRBR,*,,,1,,,,,,0.884983841,,,,,1,,
9046,SESI SENAI BBTECH,Brazil,,Maceió,Regional,BRBR,*,,,1,,,,,,0.7710325382,,,,,1,,
9047,TechMaker Robotics,Brazil,,Blumenau,Regional,BRBR,*,,,1,,,,,,0.8543169438,,,,,1,,
9048,SESI/SENAI P0t1BOT (Potibot),Brazil,,Natal,Regional,BRBR,*,,,1,,,,,,0.2376080687,,,,,1,,
9049,SESI SENAI STEAMPUNK MONKEY FRC,Brazil,,Curitiba,Regional,BRBR,*,,,1,,,,,,0.4842647695,,,,,1,,
9050,Tucanus,Brazil,,Nova Friburgo,Regional,BRBR,*,,,1,,,,,,0.4636967699,,,,,1,,
9051,G-P Robotics - Symbiosis,USA,Texas,Portland,FIT,TXSAN,TXCLE,*,,2,5,,,,,0.9396589484,,,0,,-3,,
9053,Prepa Tecmilenio - Iron Hawks,Mexico,,Azcapotzalco,Regional,MXMO,*,,,1,,,,,,0.02753323284,,,,,1,,
9054,Johnson City Joules,USA,Texas,Johnson City,FIT,TXAUS,TXBEL,*,,1,2,,,,,0.7866307292,,,0,,-1,,
9055,Knights of Katahdin (Ka TAH din),USA,Maine,Wilton,NE,MELEW,NHDUR,*,,1,2,,,,,0.07658027557,,,1,,-1,,
9056,CyberHuskies 9056,USA,Maine,Kents Hill,NE,MELEW,MASPR,*,,1,3,,,,,0.6347067606,,,3,,-2,,
9057,G.I.R.L.,USA,Georgia,Atlanta,PCH,GACAR,GADAL,*,,2,5,,,,,0.1125782428,,,0,,-3,,
9059,COLTech Robotics,USA,Arizona,Queen Creek,Regional,AZTE,AZSC,*,,6,2,,,,,0.2519737195,,,0,,4,,
9060,Prepa Tecmilenio - Desert Robotics,Mexico,,Hermosillo,Regional,MXHE,*,,,3,,,,,,0.5985069646,,,,,3,,
9061,Mechanical Mutts,USA,Iowa,Mediapolis,Regional,ILPE,*,,,6,,,,,,0.9218703677,,,,,6,,
9062,Critical Circuits,Canada,Ontario,Hamilton,ONT,ONHAM,ONWAT,*,,5,3,,,,,0.09650465234,,,0,,2,,
9065,Prepa Tecmilenio - SpaceHawks,Mexico,,Querétaro,Regional,MXMO,*,,,1,,,,,,0.1431773611,,,,,1,,
9066,Cavalo Vendado,Brazil,,Erechim,Regional,FLFL,*,,,2,,,,,,0.1217734603,,,,,2,,
9067,The Goonies,USA,Arkansas,Searcy,Regional,ARSE,ALHU,*,,6,4,,,,,0.278746549,,,0,,2,,
9068,The Chargers,USA,Colorado,Littleton,Regional,CODE,*,,,6,,,,,,0.9804833417,,,,,6,,
9070,CELESTIAL,Türkiye,,KONAK,Regional,TUIS1,*,,,1,,,,,,0.9031679796,,,,,1,,
9071,SlicerTech,USA,Indiana,La Porte,FIN,INMIS,INPLA,*,,3,1,,,,,0.3709501966,,,0,,2,,
9072,TigerBots,USA,Maryland,Hanover,CHS,MDSEV,MDOWI,*,,2,1,,,,,0.1202683264,,,3,,1,,
9073,Skol Robotics,USA,Tennessee,Somerville,Regional,ARSE,TNKN,*,,6,1,,,,,0.1788269829,,,0,,5,,
9074,Roboant,Türkiye,,Odunpazarı,Regional,TUIS4,TUIS5,*,,4,5,,,,,0.2690425852,,,0,,-1,,
9075,Wapakoneta High School (WHS) Robotics,USA,Ohio,Wapakoneta,Regional,OHCI,*,,,6,,,,,,0.5412459822,,,,,6,,
9076,Villaciraptors,Canada,Québec,Montreal,Regional,QCMO,NYRO,*,,1,6,,,,,0.2279463485,,,0,,-5,,
9077,The Crown,Türkiye,,Kadıköy,Regional,TUIS5,TUIS4,*,,5,4,,,,,0.1349505106,,,0,,1,,
9080,ENIGMA,USA,New Mexico,Albuquerque,FIT,TXAMA,TXFOR,*,,1,3,,,,,0.9946418608,,,1,,-2,,
9081,Bluetonium,USA,Texas,Friendswood,FIT,TXCLE,TXKAT,TXWAC,*,5,3,1,,,,0.6432442131,0.6807175956,,4,1,2,4,2
9082,No Limit,USA,Iowa,Pleasant Valley,Regional,ILPE,ILCH,*,,6,1,,,,,0.6591528661,,,0,,5,,
9084,Octobots,USA,California,Goleta,Regional,CAP2,CALJ,CASF,*,2,5,4,,,,0.2504813604,0.6376355297,,0,0,-3,-2,1
9085,SESI SENAI MEGA HARPY,Brazil,,São Paulo,Regional,FLFL,MOSE,*,,2,5,,,,,0.1164134654,,,0,,-3,,
9086,Wildcat Robotics,USA,Georgia,Richmond Hill,PCH,GAALB,GACAR,*,,1,2,,,,,0.7158572996,,,0,,-1,,
9088,Mark Infinity,USA,Texas,Irving,FIT,TXDAL,TXWAC,*,,4,1,,,,,0.4585001004,,,1,,3,,
9089,ACS Phoenix,Bulgaria,,Sofia,Regional,TUIS4,TUIS1,*,,4,1,,,,,0.3961041066,,,0,,3,,
9091,A.W.E.,USA,Arizona,San Tan Valley,Regional,AZTE,*,,,6,,,,,,0.5421368606,,,,,6,,
9092,Tower Robotics,USA,Iowa,Ogden,Regional,IACF,*,,,4,,,,,,0.4656357542,,,,,4,,
9093,Veritas Robotics,Türkiye,,Ankara,Regional,TUIS2,*,,,2,,,,,,0.6037165533,,,,,2,,
9094,The Earthquakers,USA,Pennsylvania,Wynnewood,FMA,PAPHI,NJTAB,*,,3,1,,,,,0.3596391468,,,5,,2,,
9095,Potentia,Türkiye,,İstanbul,Regional,TUIS4,TUIS1,*,,4,1,,,,,0.368057948,,,0,,3,,
9096,Bad Weather,USA,Vermont,Stowe,NE,MELEW,MAWOR,*,,1,4,,,,,0.1181064719,,,2,,-3,,
9097,MachBusters,USA,Ohio,Cincinnati,Regional,OHCI,OHCL,*,,6,3,,,,,0.01002664514,,,0,,3,,
9098,FireHawks,Canada,Ontario,Oakville,ONT,ONTOR,ONWAt,*,,2,3,,,,,0.205018623,,,0,,-1,,
9100,Robo Roses,USA,New Jersey,Belmar,FMA,NJALL,PABEN,*,,4,2,,,,,0.7372081858,,,0,,2,,
9101,Green Mountain Robotics,USA,Vermont,Burlington,NE,NHDUR,MAWOR,*,,2,4,,,,,0.525604876,,,2,,-2,,
9102,CyborgBulls,France,,Saint-Christol-les-Alès,Regional,TUIS5,QCMO,*,,5,1,,,,,0.08988999693,,,0,,4,,
9103,Prepa Tecmilenio THUNDERVOLTS,Mexico,,Mazatlan ,Regional,MXTO,*,,,5,,,,,,0.6652370021,,,,,5,,
9105,TechnoTalons,USA,Texas,Frisco,FIT,TXPLA,TXAMA,*,,5,1,,,,,0.2401592707,,,0,,4,,
9106,Spires,USA,Michigan,Grand Rapids,FIM,MIKEN,MILUD,*,,2,1,,,,,0.8661035101,,,0,,1,,
9110,Atomiic,Brazil,,São João del-Rei,Regional,BRBR,*,,,1,,,,,,0.3190590349,,,,,1,,
9111,Pyro Mechanics,USA,California,Rohnert Park,Regional,CABE,CASF,*,,6,4,,,,,0.3730177263,,,0,,2,,
9112,RoboRavens,USA,Colorado,Denver,Regional,CODE,*,,,6,,,,,,0.8291912998,,,,,6,,
9114,Rotationaries,USA,California,Fremont,Regional,CASJ,CASF,CAP1,*,3,4,1,,,,0.588829796,0.6702702818,,0,0,-1,2,3
9116,The Canucks & Bolts,USA,New Jersey,North Plainfield,FMA,NJSKI,NJALL,*,,5,4,,,,,0.4952642069,,,4,,1,,
9119,Iron Legends,USA,Indiana,Fort Wayne,FIN,INMIS,INWAS,*,,3,4,,,,,0.9448514887,,,1,,-1,,
9120,Silverbot - Fresnillo PLC,Mexico,,Guanajuato,Regional,MXMO,*,,,1,,,,,,0.967828721,,,,,1,,
9121,Mavericks,USA,Texas,Victoria,FIT,TXSAN,TXCLE,*,,2,5,,,,,0.6150040395,,,0,,-3,,
9124,GESTO ROBOTIC TEAM,Türkiye,,Nilufer,Regional,TUIS1,*,,,1,,,,,,0.8924388206,,,,,1,,
9125,Mechanical Magicians,USA,California,Newark,Regional,CASJ,CAEG,CAAV,*,3,5,6,,,,0.6772257424,0.4334672217,,0,0,-2,-3,-1
9126,Silver Hawks,Taiwan,,Kaohsiung City,Regional,HIHO,*,,,2,,,,,,0.2699249328,,,,,2,,
9127,EOM Robotics 9127,Canada,Ontario,kanata,ONT,ONOSH,ONNOR,*,,2,1,,,,,0.1858179981,,,5,,1,,
9128,ITKAN Robotics,USA,Texas,Plano,FIT,TXPLA,TXAUS,*,,5,1,,,,,0.3112457583,,,0,,4,,
9132,Basaksehir Teknoloji Takımı,Türkiye,,istanbul,Regional,TUIS1,*,,,1,,,,,,0.8882790337,,,,,1,,
9134,Prepa Tecmilenio - DEVOLT,Mexico,,Chihuahua,Regional,MXHE,MXMO,*,,3,1,,,,,0.1959529525,,,0,,2,,
9136,Rampage,USA,Texas,El Paso,FIT,TXAMA,TXCLE,*,,1,5,,,,,0.1648136061,,,0,,-4,,
9137,Bionic Vipers,USA,Texas,Navasota,FIT,TXKAT,TXHOU,*,,3,4,,,,,0.1057712277,,,0,,-1,,
9138,Robo Hawks,USA,Utah,Mount Pleasant,Regional,UTWV,IDNA,*,,4,5,,,,,0.7437778159,,,0,,-1,,
9139,Reserve Robotics,USA,Ohio,Hudson,Regional,OHCL,*,,,3,,,,,,0.4688865201,,,,,3,,
9140,The Robobots,USA,Texas,Austin,FIT,TXAUS,TXFOR,*,,1,3,,,,,0.04811018882,,,1,,-2,,
9143,Armor Robotics,USA,California,San Francisco,Regional,CASF,CAFR,*,,4,2,,,,,0.6266010895,,,0,,2,,
9144,Helix,Australia,Victoria,Box Hill,Regional,AUSW,*,,,6,,,,,,0.7432278073,,,,,6,,
9146,Burnouts,Australia,Victoria,Blackburn North,Regional,AUSW,*,,,6,,,,,,0.7480317165,,,,,6,,
9147,The Joebots,Australia,New South Wales,Hunters Hill,Regional,AUSW,*,,,6,,,,,,0.4134678388,,,,,6,,
9148,Atlas,USA,Michigan,Westland,FIM,MILIV,MIBEL,*,,2,4,,,,,0.162097708,,,0,,-2,,
9149,RoboCats,USA,Wisconsin,River Falls,Regional,MNMI,*,,,1,,,,,,0.910095086,,,,,1,,
9150,Labyrinth Robotics,USA,North Carolina,Morganton,FNC,NCASH,NCMEC,*,,5,4,,,,,0.7563966642,,,8,,1,,
9151,RoboLynx,USA,Nevada,Panaca,Regional,NVLV,*,,,3,,,,,,0.04796334287,,,,,3,,
9152,Rat Fight,USA,Kentucky,Berea,Regional,TNKN,*,,,1,,,,,,0.3825463701,,,,,1,,
9153,Bearcat Robotics,USA,Louisiana,Ruston,Regional,LAKE,MSLA,*,,5,3,,,,,0.1295277232,,,0,,2,,
9155,New Tech Kraken,Poland,,Krakow,Regional,TUIS3,TUIS2,*,,3,2,,,,,0.4956628943,,,0,,1,,
9156,Trojan Robotics - The Blacksmiths of Troy,USA,Texas,Carrollton,FIT,TXPLA,TXFOR,*,,5,3,,,,,0.5340947602,,,1,,2,,
9157,Iconic Panthers,USA,Minnesota,Minneapolis,Regional,MNMI,*,,,1,,,,,,0.4959420285,,,,,1,,
9159,Shago Robotics Team,Türkiye,,Kahramanmaraş,Regional,TUIS5,TUIS2,*,,5,2,,,,,0.007630958781,,,0,,3,,
9160,YAL THUNDERS,Türkiye,,BAKIRKÖY,Regional,TUIS3,TUIS1,*,,3,1,,,,,0.4025485765,,,0,,2,,
9162,ALL MIGHT,Brazil,,Fortaleza,Regional,BRBR,*,,,1,,,,,,0.6454188112,,,,,1,,
9163,HYDRA,Brazil,,Salvador,Regional,BRBR,*,,,1,,,,,,0.8095388407,,,,,1,,
9164,Tech Vikings,Brazil,,Naviraí,Regional,FLFL,*,,,2,,,,,,0.08826466491,,,,,2,,
9165,Starbots FRC,Brazil,,Betim,Regional,BRBR,*,,,1,,,,,,0.3013306194,,,,,1,,
9166,TecRobot,Brazil,,São Leopoldo,Regional,BRBR,*,,,1,,,,,,0.505365465,,,,,1,,
9168,AGROBOT,Brazil,,Rondonópolis,Regional,FLFL,*,,,2,,,,,,0.1578860477,,,,,2,,
9169,AGROTECH,Brazil,,Varzea Grande,Regional,BRBR,*,,,1,,,,,,0.2564948449,,,,,1,,
9172,Robo-Sharks,USA,California,Los Angeles,Regional,CALA,*,,,3,,,,,,0.7895189099,,,,,3,,
9174,ROBOKIRAC,Türkiye,,Antakya,Regional,TUIS5,TUIS2,*,,5,2,,,,,0.09666210916,,,0,,3,,
9175,BrainMachine-FRC,Brazil,,catalão,Regional,BRBR,*,,,1,,,,,,0.7059261285,,,,,1,,
9176,Greenspire Steel Sturgeons,USA,Michigan,Traverse City,FIM,MITRA,MILUD,*,,3,1,,,,,0.682245271,,,0,,2,,
9178,Cyber One,Brazil,,Serra,Regional,BRBR,*,,,1,,,,,,0.2571528182,,,,,1,,
9180,GHS Robotics - Ursa Major,Canada,British Columbia,Surrey,Regional,BCVI,*,,,1,,,,,,0.3738394682,,,,,1,,
9181,PlatyPirates,USA,Texas,Houston,FIT,TXHOU,TXCLE,*,,4,5,,,,,0.9648316331,,,0,,-1,,
9182,Tech Tr1be,USA,Michigan,New Boston,FIM,MIBEL,MIBER,*,,4,2,,,,,0.7133596872,,,0,,2,,
9183,RoboComets,USA,Michigan,Jonesville,FIM,MIBRO,MIBAT,*,,3,1,,,,,0.08491624351,,,0,,2,,
9185,PL ROBOTICS,Türkiye,,Tarabya,Regional,TUIS1,*,,,1,,,,,,0.9275803502,,,,,1,,
9188,Pantherbots2,USA,Michigan,Ewen,FIM,MIESC,MISSM,*,,5,2,,,,,0.4686098052,,,1,,3,,
9189,Disastrous Data,Australia,Victoria,Rowville,Regional,AUSW,*,,,6,,,,,,0.7141986127,,,,,6,,
9193,Short-Circuited Eagles,USA,Connecticut,Waterbury,NE,CTWAT,CTHAR,*,,1,2,,,,,0.6922446054,,,2,,-1,,
9194,Gemin√-1s,USA,Ohio,Kent,Regional,OHCL,*,,,3,,,,,,0.8772108592,,,,,3,,
9195,Team ProdiXy,Brazil,,Manaus,Regional,BRBR,*,,,1,,,,,,0.4511048164,,,,,1,,
9196,FERRÃO DE ARRAIA,Brazil,,Macapá,Regional,BRBR,*,,,1,,,,,,0.9640592659,,,,,1,,
9198,The Beach Botz,USA,North Carolina,Southport,FNC,NCPEM,NCMEC,*,,3,4,,,,,0.01382324932,,,8,,-1,,
9199,SESI SENAI SHARKS,Brazil,,Taubaté,Regional,BRBR,*,,,1,,,,,,0.4264237722,,,,,1,,
9200,SESI SENAI STARDUST,Brazil,,Limeira,Regional,FLFL,*,,,2,,,,,,0.03587926645,,,,,2,,
9202,Silicon Valley Technos,USA,California,San Jose,Regional,CASJ,*,,,3,,,,,,0.3791208669,,,,,3,,
9203,Quake,USA,Michigan,Lansing,FIM,MIMAS,MIBAT,*,,5,1,,,,,0.671353483,,,0,,4,,
9204,Aluminum Armada,USA,Michigan,Pinckney,FIM,MIANN,MITR1,*,,1,2,,,,,0.3073616296,,,0,,-1,,
9205,Technical Marauders1,USA,Michigan,Inkster,FIM,MILIV,MILUD,*,,2,1,,,,,0.9055584989,,,0,,1,,
9206,GRP Titans,USA,Michigan,Grand Rapids,FIM,MIKEN,MIALL,*,,2,3,,,,,0.002281839218,,,0,,-1,,
9207,Redneck Robotics,USA,Michigan,Millington,FIM,MIKE1,MIMTP,*,,1,4,,,,,0.5771891385,,,0,,-3,,
9208,Eddies Circuit,USA,Michigan,Edwardsburg,FIM,MIBER,MISTJ,INWAS,*,2,4,4,,,,0.1594773738,0.6129547056,,0,1,-2,-2,0
9209,Falcon Force,USA,Michigan,Jackson,FIM,MIBRO,MIANN,*,,3,1,,,,,0.1525722372,,,0,,2,,
9210,Fighting Falcons,USA,Michigan,Jackson,FIM,MIBRO,MIHIG,*,,3,5,,,,,0.9171693704,,,0,,-2,,
9211,ACCE Underdogs,USA,Michigan,Ypsilanti,FIM,MIBEL,MIANN,*,,4,1,,,,,0.9574229056,,,0,,3,,
9212,Infinity,USA,Michigan,Harper Woods,FIM,MIDET,MIANN,*,,4,1,,,,,0.7421283508,,,0,,3,,
9213,TECUANI,Mexico,,Pesqueria,Regional,MXHE,*,,,3,,,,,,0.02982999118,,,,,3,,
9215,T-Town Tech,USA,Michigan,Tekonsha,FIM,MIBAT,MIALL,*,,1,3,,,,,0.4857660982,,,0,,-2,,
9218,Alpha Technology,Brazil,,Jacarépagua,Regional,BRBR,*,,,1,,,,,,0.8142283798,,,,,1,,
9219,Nine Tails,Brazil,,Resende,Regional,BRBR,*,,,1,,,,,,0.7636492787,,,,,1,,
9220,Geekos,France,,VALBONNE,Regional,TUIS2,*,,,2,,,,,,0.617718317,,,,,2,,
9223,Brick and Mortar,USA,Michigan,Newaygo,FIM,MIMUS,MIALP,*,,4,5,,,,,0.5835121947,,,1,,-1,,
9225,Wired Wildcats,USA,Michigan,Evart,FIM,MILAK,MIESC,*,,2,5,,,,,0.660740288,,,0,,-3,,
9226,Gabriel Richard Catholic High School: GRemlins,USA,Michigan,Riverview,FIM,MIBCT,MISTE,*,,3,5,,,,,0.02468858943,,,0,,-2,,
9227,Backwoods Bots,USA,Michigan,Gladwin,FIM,MIMID,MILAK,*,,5,2,,,,,0.002909362529,,,0,,3,,
9228,The Cougar Coders,USA,Michigan,Benton Harbor,FIM,MISTJ,MILAK,*,,4,2,,,,,0.811405986,,,0,,2,,
9231,Haydarpasa Panthers,Türkiye,,Istanbul,Regional,TUIS1,TUIS4,*,,1,4,,,,,0.9564819821,,,0,,-3,,
9232,IBBTECH,Türkiye,,İstanbul,Regional,TUIS3,TUIS4,*,,3,4,,,,,0.5198816142,,,0,,-1,,
9233,Luminous Robotics Team,Türkiye,,Muratpaşa,Regional,TUIS3,TUIS1,*,,3,1,,,,,0.4248215794,,,0,,2,,
9234,Les aigles d'or,Canada,Québec,Montreal,Regional,QCMO,*,,,1,,,,,,0.5015395316,,,,,1,,
9235,ThunderBolts,USA,Virginia,Aldie,CHS,MDSEV,VAPOR,*,,2,4,,,,,0.04732568196,,,11,,-2,,
9237,Swartz Creek Dragonators,USA,Michigan,Swartz Creek,FIM,MIKE1,MIMAS,*,,1,5,,,,,0.1194730515,,,1,,-4,,
9238,Jaybots,USA,Michigan,Lansing,FIM,MIMAS,MIKE1,*,,5,1,,,,,0.9871754884,,,0,,4,,
9239,Panthers robotics,USA,Michigan,Kalamazoo,FIM,MIBAT,MIBER,*,,1,2,,,,,0.7006702196,,,0,,-1,,
9241,EV ROBOTICS,USA,Michigan,Lansing,FIM,MIMAS,MILUD,*,,5,1,,,,,0.5711977134,,,0,,4,,
9242,Hamady Hawks,USA,Michigan,Flint,FIM,MIKE2,MITR2,*,,2,3,,,,,0.4612905452,,,0,,-1,,
9243,Maniac Robotics,USA,Idaho,Orofino,Regional,IDNA,*,,,5,,,,,,0.9549386015,,,,,5,,
9244,Belize IT,Belize,,Belize City,Regional,FLFL,*,,,2,,,,,,0.2158431693,,,,,2,,
9245,Laker Dreadnoughts,USA,Michigan,Pigeon,FIM,MISAG,MIREN,*,,3,1,,,,,0.2292174744,,,0,,2,,
9247,SainTech Robotics,Türkiye,,İstanbul,Regional,TUIS2,TUIS3,*,,2,3,,,,,0.7235098799,,,0,,-1,,
9248,Orchard View Cyber Cardinals,USA,Michigan,Muskegon,FIM,MIMUS,MILUD,*,,4,1,,,,,0.3610551534,,,0,,3,,
9249,Copper Country Cats,USA,Michigan,Chassell,FIM,MIESC,MISSM,*,,5,2,,,,,0.2367432798,,,1,,3,,
9251,Spartan Robotics,USA,Michigan,Flint,FIM,MIKE1,MITR2,*,,1,3,,,,,0.5416853026,,,0,,-2,,
9252,Wingspan,USA,Michigan,Pontiac,FIM,MITR2,MITR1,*,,3,2,,,,,0.01994152559,,,0,,1,,
9255,Botmasterz,USA,Michigan,Grosse Pointe,FIM,MIDET,MIBCT,*,,4,3,,,,,0.6327081546,,,0,,1,,
9259,WAATBOTS,USA,North Carolina,Wilson,FNC,NCWAK,NCCHA,*,,2,1,,,,,0.01137028286,,,0,,1,,
9260,Built4Bibb Robotics,USA,Georgia,Macon,PCH,GALAW,GAALB,*,,3,1,,,,,0.7093112663,,,2,,2,,
9262,Humberside Huskies,Canada,Ontario,Toronto,ONT,ONTOR,ONSCA,*,,2,4,,,,,0.2621074763,,,7,,-2,,
9263,ALD Lions,Canada,Ontario,Burlington,ONT,ONHAM,ONTOR,*,,5,2,,,,,0.2134623584,,,0,,3,,
9271,Cyber Porpoises,USA,California,Mission Viejo,Regional,CACM,*,,,4,,,,,,0.5447935367,,,,,4,,
9277,Sparkans,Canada,Alberta,Calgary,Regional,BCVI,*,,,1,,,,,,0.9823030786,,,,,1,,
9280,PrepaTec - High Altitude Robotics,Mexico,,Toluca,Regional,MXMO,MXHE,*,,1,3,,,,,0.4661660416,,,0,,-2,,
9281,FaroTech,Poland,,Warszawa,Regional,TUIS2,TUIS3,*,,2,3,,,,,0.7054888942,,,0,,-1,,
9282,PrepaTec- SINAVOLT,Mexico,,Culiacan,Regional,MXTO,MXHE,*,,5,3,,,,,0.3151578256,,,0,,2,,
9286,The Metal Mammoths,USA,Rhode Island,Coventry,NE,RIKIN,CTHAR,*,,5,2,,,,,0.003408292148,,,2,,3,,
9287,Bionic Bengals,USA,Nevada,Las Vegas,Regional,NVLV,*,,,3,,,,,,0.647781744,,,,,3,,
9289,Vikings,USA,Texas,Houston,FIT,TXHOU,TXKAT,*,,4,3,,,,,0.8851733603,,,4,,1,,
9292,Zen Maker Robotics,Canada,British Columbia,North Vancouver,Regional,BCVI,*,,,1,,,,,,0.5567754022,,,,,1,,
9295,Harlem Rails,USA,New York,New York,Regional,NYNY,*,,,2,,,,,,0.4357321741,,,,,2,,
9297,BOGOBOTS,USA,North Carolina,Hampstead,FNC,NCPEM,NCASH,*,,3,5,,,,,0.6443260824,,,4,,-2,,
9298,Greenies,USA,North Carolina,Arden,FNC,NCASH,NCMEC,*,,5,4,,,,,0.05576102072,,,8,,1,,
9300,Olympians,USA,Florida,Inverness,Regional,FLOR,FLTA,*,,6,4,,,,,0.7470535898,,,0,,2,,
9301,PrepaTec Chihuahua - MechRams,Mexico,,Chihuahua,Regional,MXTO,MXHE,*,,5,3,,,,,0.8121294725,,,0,,2,,
9302,Northstar,Brazil,,Belém,Regional,BRBR,*,,,1,,,,,,0.4313343822,,,,,1,,
9303,PO®️TAL to GOATland,Israel,,GIVAT SHMUEL,ISR,ISDE2,ISDE3,*,,2,3,,,,,0.5922941845,,,5,,-1,,
9304,legend's,Israel,,Sdot negev,ISR,ISDE2,ISDE3,*,,2,3,,,,,0.5521710951,,,5,,-1,,
